Code,Year,Population
ITA,2015,60730582
ITA,2016,60627498
ITA,2017,60536709
ITA,2018,60421760
ITA,2019,59729081
JPN,1990,123478000
JPN,1991,123964000
JPN,1992,124425000
JPN,1993,124829000
JPN,1994,125178000
JPN,1995,125472000
JPN,1996,125757000
JPN,1997,126057000
JPN,1998,126400000
JPN,1999,126631000
JPN,2000,126843000
JPN,2001,127149000
JPN,2002,127445000
JPN,2003,127718000
JPN,2004,127761000
JPN,2005,127773000
JPN,2006,127854000
JPN,2007,128001000
JPN,2008,128063000
JPN,2009,128047000
JPN,2010,128070000
JPN,2011,127833000
JPN,2012,127629000
JPN,2013,127445000
JPN,2014,127276000
JPN,2015,127141000
JPN,2016,127076000
JPN,2017,126972000
JPN,2018,126811000
JPN,2019,126633000
JAM,1990,2392030
JAM,1991,2411867
JAM,1992,2434574
JAM,1993,2459062
JAM,1994,2484182
JAM,1995,2509372
JAM,1996,2532894
JAM,1997,2554954
JAM,1998,2576567
JAM,1999,2596271
JAM,2000,2612205
JAM,2001,2625405
JAM,2002,2638244
JAM,2003,2651027
JAM,2004,2664024
JAM,2005,2676863
JAM,2006,2689660
JAM,2007,2701221
JAM,2008,2711373
JAM,2009,2722401
JAM,2010,2733896
JAM,2011,2746169
JAM,2012,2759817
JAM,2013,2773129
JAM,2014,2784543
JAM,2015,2794445
JAM,2016,2802695
JAM,2017,2808376
JAM,2018,2811835
JAM,2019,2813773
JOR,1990,3480587
JOR,1991,3666379
JOR,1992,3866887
JOR,1993,4075759
JOR,1994,4278166
JOR,1995,4458195
JOR,1996,4608676
JOR,1997,4733665
JOR,1998,4844403
JOR,1999,4950775
JOR,2000,5056174
JOR,2001,5163310
JOR,2002,5275532
JOR,2003,5396117
JOR,2004,5532423
JOR,2005,5678534
JOR,2006,6075548
JOR,2007,6473457
JOR,2008,6632873
JOR,2009,6780493
JOR,2010,6931258
JOR,2011,7109980
JOR,2012,7211863
JOR,2013,7694814
JOR,2014,8658026
JOR,2015,9494246
JOR,2016,9964656
JOR,2017,10215381
JOR,2018,10459865
JOR,2019,10698683
KAZ,1990,16348000
KAZ,1991,16451711
KAZ,1992,16439095
KAZ,1993,16380672
KAZ,1994,16145766
KAZ,1995,15816243
KAZ,1996,15578227
KAZ,1997,15334405
KAZ,1998,15071640
KAZ,1999,14928374
KAZ,2000,14883626
KAZ,2001,14858335
KAZ,2002,14858948
KAZ,2003,14909019
KAZ,2004,15012984
KAZ,2005,15147029
KAZ,2006,15308085
KAZ,2007,15484192
KAZ,2008,15776938
KAZ,2009,16092822
KAZ,2010,16321872
KAZ,2011,16557202
KAZ,2012,16792090
KAZ,2013,17035551
KAZ,2014,17288285
KAZ,2015,17542806
KAZ,2016,17794055
KAZ,2017,18037776
KAZ,2018,18276452
KAZ,2019,18513673
KEN,1990,23162269
KEN,1991,23918235
KEN,1992,24655723
KEN,1993,25391830
KEN,1994,26133744
KEN,1995,26878347
KEN,1996,27615736
KEN,1997,28364264
KEN,1998,29137373
KEN,1999,29965129
KEN,2000,30851606
KEN,2001,31800343
KEN,2002,32779823
KEN,2003,33767122
KEN,2004,34791836
KEN,2005,35843010
KEN,2006,36925253
KEN,2007,38036793
KEN,2008,39186895
KEN,2009,40364444
KEN,2010,41517895
KEN,2011,42635144
KEN,2012,43725806
KEN,2013,44792368
KEN,2014,45831863
KEN,2015,46851488
KEN,2016,47894670
KEN,2017,48948137
KEN,2018,49953304
KEN,2019,50951450
KIR,1990,75124
KIR,1991,76612
KIR,1992,77901
KIR,1993,79093
KIR,1994,80264
KIR,1995,81481
KIR,1996,82832
KIR,1997,84308
KIR,1998,85805
KIR,1999,87289
KIR,2000,88826
KIR,2001,90531
KIR,2002,92400
KIR,2003,94302
KIR,2004,96224
KIR,2005,98164
KIR,2006,100083
KIR,2007,101998
KIR,2008,103966
KIR,2009,105996
KIR,2010,107995
KIR,2011,109871
KIR,2012,111618
KIR,2013,113311
KIR,2014,114985
KIR,2015,116707
KIR,2016,118513
KIR,2017,120362
KIR,2018,122261
KIR,2019,124241
KWT,1990,1674938
KWT,1991,1339500
KWT,1992,1620633
KWT,1993,1653645
KWT,1994,1641106
KWT,1995,1655222
KWT,1996,1703318
KWT,1997,1761468
KWT,1998,1819544
KWT,1999,1877427
KWT,2000,1934901
KWT,2001,1991674
KWT,2002,2047364
KWT,2003,2101506
KWT,2004,2153481
KWT,2005,2235403
KWT,2006,2363409
KWT,2007,2506769
KWT,2008,2650930
KWT,2009,2795550
KWT,2010,2943356
KWT,2011,3143825
KWT,2012,3394663
KWT,2013,3646518
KWT,2014,3761584
KWT,2015,3908743
KWT,2016,4048085
KWT,2017,4124904
KWT,2018,4317185
KWT,2019,4441100
KGZ,1990,4391200
KGZ,1991,4463600
KGZ,1992,4515400
KGZ,1993,4516700
KGZ,1994,4515100
KGZ,1995,4560400
KGZ,1996,4628400
KGZ,1997,4696400
KGZ,1998,4769000
KGZ,1999,4840400
KGZ,2000,4898400
KGZ,2001,4945100
KGZ,2002,4990700
KGZ,2003,5043300
KGZ,2004,5104700
KGZ,2005,5162600
KGZ,2006,5218400
KGZ,2007,5268400
KGZ,2008,5318700
KGZ,2009,5383300
KGZ,2010,5447900
KGZ,2011,5514600
KGZ,2012,5607200
KGZ,2013,5719600
KGZ,2014,5835500
KGZ,2015,5956900
KGZ,2016,6079500
KGZ,2017,6198200
KGZ,2018,6322800
KGZ,2019,6456200
LAO,1990,4314443
LAO,1991,4437225
LAO,1992,4561106
LAO,1993,4685296
LAO,1994,4807950
LAO,1995,4927432
LAO,1996,5043914
LAO,1997,5150538
LAO,1998,5246922
LAO,1999,5340056
LAO,2000,5430853
LAO,2001,5519707
LAO,2002,5606101
LAO,2003,5689065
LAO,2004,5768167
LAO,2005,5852970
LAO,2006,5946593
LAO,2007,6041348
LAO,2008,6135861
LAO,2009,6229930
LAO,2010,6323418
LAO,2011,6416327
LAO,2012,6508803
LAO,2013,6600742
LAO,2014,6691454
LAO,2015,6787419
LAO,2016,6891363
LAO,2017,6997917
LAO,2018,7105006
LAO,2019,7212053
LVA,1990,2663151
LVA,1991,2650581
LVA,1992,2614338
LVA,1993,2563290
LVA,1994,2520742
LVA,1995,2485056
LVA,1996,2457222
LVA,1997,2432851
LVA,1998,2410019
LVA,1999,2390482
LVA,2000,2367550
LVA,2001,2337170
LVA,2002,2310173
LVA,2003,2287955
LVA,2004,2263122
LVA,2005,2238799
LVA,2006,2218357
LVA,2007,2200325
LVA,2008,2177322
LVA,2009,2141669
LVA,2010,2097555
LVA,2011,2059709
LVA,2012,2034319
LVA,2013,2012647
LVA,2014,1993782
LVA,2015,1977527
LVA,2016,1959537
LVA,2017,1942248
LVA,2018,1927174
LVA,2019,1913822
LBN,1990,3593700
LBN,1991,3666734
LBN,1992,3745407
LBN,1993,3818796
LBN,1994,3888144
LBN,1995,3959640
LBN,1996,4034243
LBN,1997,4107551
LBN,1998,4178784
LBN,1999,4250020
LBN,2000,4320642
LBN,2001,4389200
LBN,2002,4446666
LBN,2003,4504807
LBN,2004,4574797
LBN,2005,4643044
LBN,2006,4719864
LBN,2007,4809608
LBN,2008,4887613
LBN,2009,4951135
LBN,2010,4995800
LBN,2011,5045056
LBN,2012,5178337
LBN,2013,5678851
LBN,2014,6274342
LBN,2015,6398940
LBN,2016,6258619
LBN,2017,6109252
LBN,2018,5950839
LBN,2019,5781907
LBR,1990,2209731
LBR,1991,1939236
LBR,1992,2052626
LBR,1993,2132771
LBR,1994,2125198
LBR,1995,2142422
LBR,1996,2203966
LBR,1997,2383300
LBR,1998,2639224
LBR,1999,2789743
LBR,2000,2895224
LBR,2001,2981648
LBR,2002,3060599
LBR,2003,3085173
LBR,2004,3122447
LBR,2005,3266318
LBR,2006,3455397
LBR,2007,3632740
LBR,2008,3783887
LBR,2009,3905066
LBR,2010,4019956
LBR,2011,4181150
LBR,2012,4331740
LBR,2013,4427313
LBR,2014,4519398
LBR,2015,4612329
LBR,2016,4706097
LBR,2017,4796631
LBR,2018,4889391
LBR,2019,4985289
LSO,1990,1798997
LSO,1991,1829509
LSO,1992,1858507
LSO,1993,1885478
LSO,1994,1910642
LSO,1995,1934079
LSO,1996,1955098
LSO,1997,1972579
LSO,1998,1985639
LSO,1999,1994243
LSO,2000,1998630
LSO,2001,1999473
LSO,2002,1997534
LSO,2003,1993030
LSO,2004,1985384
LSO,2005,1977424
LSO,2006,1976780
LSO,2007,1983465
LSO,2008,1995014
LSO,2009,2009169
LSO,2010,2022747
LSO,2011,2037677
LSO,2012,2054718
LSO,2013,2073939
LSO,2014,2095242
LSO,2015,2118521
LSO,2016,2143872
LSO,2017,2170617
LSO,2018,2198017
LSO,2019,2225702
LBY,1990,4236983
LBY,1991,4341971
LBY,1992,4444820
LBY,1993,4544970
LBY,1994,4641296
LBY,1995,4733063
LBY,1996,4820066
LBY,1997,4902346
LBY,1998,4980962
LBY,1999,5057998
LBY,2000,5154790
LBY,2001,5275916
LBY,2002,5405326
LBY,2003,5542641
LBY,2004,5687563
LBY,2005,5837986
LBY,2006,5973369
LBY,2007,6097177
LBY,2008,6228370
LBY,2009,6360191
LBY,2010,6491988
LBY,2011,6188132
LBY,2012,5869870
LBY,2013,5985221
LBY,2014,6097764
LBY,2015,6192235
LBY,2016,6282196
LBY,2017,6378261
LBY,2018,6477793
LBY,2019,6569088
LTU,1990,3697838
LTU,1991,3704134
LTU,1992,3700114
LTU,1993,3682613
LTU,1994,3657144
LTU,1995,3629102
LTU,1996,3601613
LTU,1997,3575137
LTU,1998,3549331
LTU,1999,3524238
LTU,2000,3499536
LTU,2001,3470818
LTU,2002,3443067
LTU,2003,3415213
LTU,2004,3377075
LTU,2005,3322528
LTU,2006,3269909
LTU,2007,3231294
LTU,2008,3198231
LTU,2009,3162916
LTU,2010,3097282
LTU,2011,3028115
LTU,2012,2987773
LTU,2013,2957689
LTU,2014,2932367
LTU,2015,2904910
LTU,2016,2868231
LTU,2017,2828403
LTU,2018,2801543
LTU,2019,2794137
LUX,1990,381850
LUX,1991,387000
LUX,1992,392175
LUX,1993,397475
LUX,1994,402925
LUX,1995,408625
LUX,1996,414225
LUX,1997,419450
LUX,1998,424700
LUX,1999,430475
LUX,2000,436300
LUX,2001,441525
LUX,2002,446175
LUX,2003,451630
LUX,2004,458095
LUX,2005,465158
LUX,2006,472637
LUX,2007,479993
LUX,2008,488650
LUX,2009,497783
LUX,2010,506953
LUX,2011,518347
LUX,2012,530946
LUX,2013,543360
LUX,2014,556319
LUX,2015,569604
LUX,2016,582014
LUX,2017,596336
LUX,2018,607950
LUX,2019,620001
MDG,1990,11882762
MDG,1991,12245260
MDG,1992,12623342
MDG,1993,13020100
MDG,1994,13436121
MDG,1995,13869138
MDG,1996,14317454
MDG,1997,14778903
MDG,1998,15250934
MDG,1999,15730885
MDG,2000,16216431
MDG,2001,16709665
MDG,2002,17211934
MDG,2003,17724310
MDG,2004,18250774
MDG,2005,18792171
MDG,2006,19350299
MDG,2007,19924958
MDG,2008,20513599
MDG,2009,21117092
MDG,2010,21731053
MDG,2011,22348158
MDG,2012,22966240
MDG,2013,23588073
MDG,2014,24215976
MDG,2015,24850912
MDG,2016,25501941
MDG,2017,26169542
MDG,2018,26846541
MDG,2019,27533134
MWI,1990,9539665
MWI,1991,9831584
MWI,1992,10115420
MWI,1993,10257233
MWI,1994,10131799
MWI,1995,10112816
MWI,1996,10310528
MWI,1997,10512678
MWI,1998,10732456
MWI,1999,10973956
MWI,2000,11229387
MWI,2001,11498818
MWI,2002,11784498
MWI,2003,12087965
MWI,2004,12411342
MWI,2005,12755648
MWI,2006,13118307
MWI,2007,13495463
MWI,2008,13889423
MWI,2009,14298932
MWI,2010,14718422
MWI,2011,15146094
MWI,2012,15581251
MWI,2013,16024775
MWI,2014,16477966
MWI,2015,16938942
MWI,2016,17405624
MWI,2017,17881167
MWI,2018,18367883
MWI,2019,18867337
MYS,1990,17517054
MYS,1991,18017464
MYS,1992,18526708
MYS,1993,19050077
MYS,1994,19588703
MYS,1995,20136888
MYS,1996,20689051
MYS,1997,21249178
MYS,1998,21810542
MYS,1999,22368655
MYS,2000,22945150
MYS,2001,23542517
MYS,2002,24142445
MYS,2003,24739411
MYS,2004,25333247
MYS,2005,25923536
MYS,2006,26509413
MYS,2007,27092604
MYS,2008,27664296
MYS,2009,28217204
MYS,2010,28717731
MYS,2011,29184133
MYS,2012,29660212
MYS,2013,30134807
MYS,2014,30606459
MYS,2015,31068833
MYS,2016,31526418
MYS,2017,31975806
MYS,2018,32399271
MYS,2019,32804020
MDV,1990,224957
MDV,1991,232150
MDV,1992,239136
MDV,1993,245845
MDV,1994,252201
MDV,1995,258208
MDV,1996,263841
MDV,1997,269040
MDV,1998,273796
MDV,1999,278111
MDV,2000,282507
MDV,2001,287324
MDV,2002,292284
MDV,2003,297226
MDV,2004,302135
MDV,2005,307018
MDV,2006,314401
MDV,2007,325126
MDV,2008,336883
MDV,2009,349037
MDV,2010,361575
MDV,2011,374440
MDV,2012,387539
MDV,2013,400728
MDV,2014,416738
MDV,2015,435582
MDV,2016,454252
MDV,2017,472442
MDV,2018,489758
MDV,2019,504508
MLI,1990,8945026
MLI,1991,9123969
MLI,1992,9310572
MLI,1993,9506510
MLI,1994,9711797
MLI,1995,9921094
MLI,1996,10131906
MLI,1997,10359301
MLI,1998,10620475
MLI,1999,10916993
MLI,2000,11239101
MLI,2001,11583824
MLI,2002,11952660
MLI,2003,12342165
MLI,2004,12751995
MLI,2005,13180551
MLI,2006,13623541
MLI,2007,14080912
MLI,2008,14551117
MLI,2009,15032635
MLI,2010,15529181
MLI,2011,16039734
MLI,2012,16514687
MLI,2013,17004033
MLI,2014,17551814
MLI,2015,18112907
MLI,2016,18700106
MLI,2017,19311355
MLI,2018,19934298
MLI,2019,20567424
MLT,1990,354170
MLT,1991,363845
MLT,1992,367618
MLT,1993,371308
MLT,1994,374797
MLT,1995,377419
MLT,1996,379905
MLT,1997,382791
MLT,1998,385287
MLT,1999,387578
MLT,2000,390087
MLT,2001,393028
MLT,2002,395969
MLT,2003,398582
MLT,2004,401268
MLT,2005,403834
MLT,2006,405308
MLT,2007,406724
MLT,2008,409379
MLT,2009,412477
MLT,2010,414508
MLT,2011,416268
MLT,2012,420028
MLT,2013,425967
MLT,2014,434558
MLT,2015,445053
MLT,2016,455356
MLT,2017,467999
MLT,2018,484630
MLT,2019,504062
MHL,1990,46047
MHL,1991,47053
MHL,1992,48015
MHL,1993,48944
MHL,1994,49840
MHL,1995,50702
MHL,1996,51538
MHL,1997,52358
MHL,1998,53164
MHL,1999,53834
MHL,2000,54224
MHL,2001,54413
MHL,2002,54496
MHL,2003,54493
MHL,2004,54435
MHL,2005,54337
MHL,2006,54208
MHL,2007,54038
MHL,2008,53816
MHL,2009,53593
MHL,2010,53416
MHL,2011,52971
MHL,2012,52203
MHL,2013,51352
MHL,2014,50419
MHL,2015,49410
MHL,2016,48329
MHL,2017,47187
MHL,2018,45989
MHL,2019,44728
MUS,1990,1058775
MUS,1991,1070266
MUS,1992,1084441
MUS,1993,1097374
MUS,1994,1112846
MUS,1995,1122457
MUS,1996,1133996
MUS,1997,1148284
MUS,1998,1160421
MUS,1999,1175267
MUS,2000,1186873
MUS,2001,1196287
MUS,2002,1204621
MUS,2003,1213370
MUS,2004,1221003
MUS,2005,1228254
MUS,2006,1233996
MUS,2007,1239630
MUS,2008,1244121
MUS,2009,1247429
MUS,2010,1250400
MUS,2011,1252404
MUS,2012,1255882
MUS,2013,1258927
MUS,2014,1261208
MUS,2015,1262879
MUS,2016,1263747
MUS,2017,1264887
MUS,2018,1265577
MUS,2019,1265985
MEX,1990,81720428
MEX,1991,83351595
MEX,1992,84993164
MEX,1993,86648447
MEX,1994,88314424
MEX,1995,89969572
MEX,1996,91586555
MEX,1997,93183094
MEX,1998,94767284
MEX,1999,96334810
MEX,2000,97873442
MEX,2001,99394288
MEX,2002,100917081
MEX,2003,102429341
MEX,2004,103945813
MEX,2005,105442402
MEX,2006,106886790
MEX,2007,108302973
MEX,2008,109684489
MEX,2009,111049428
MEX,2010,112532401
MEX,2011,114150481
MEX,2012,115755909
MEX,2013,117290686
MEX,2014,118755887
MEX,2015,120149897
MEX,2016,121519221
MEX,2017,122839258
MEX,2018,124013861
MEX,2019,125085311
MRT,1990,2006027
MRT,1991,2066302
MRT,1992,2147527
MRT,1993,2237064
MRT,1994,2315191
MRT,1995,2380341
MRT,1996,2428816
MRT,1997,2484278
MRT,1998,2550501
MRT,1999,2620611
MRT,2000,2695003
MRT,2001,2761823
MRT,2002,2821703
MRT,2003,2883326
MRT,2004,2946575
MRT,2005,3012360
MRT,2006,3081229
MRT,2007,3153508
MRT,2008,3233336
MRT,2009,3322616
MRT,2010,3419461
MRT,2011,3524249
MRT,2012,3636113
MRT,2013,3742959
MRT,2014,3843174
MRT,2015,3946220
MRT,2016,4051890
MRT,2017,4160015
MRT,2018,4270712
MRT,2019,4383849
FSM,1990,98603
FSM,1991,100427
FSM,1992,102893
FSM,1993,106030
FSM,1994,108844
FSM,1995,110328
FSM,1996,110785
FSM,1997,111133
FSM,1998,111406
FSM,1999,111539
FSM,2000,111709
FSM,2001,111948
FSM,2002,111992
FSM,2003,111805
FSM,2004,111438
FSM,2005,110940
FSM,2006,110301
FSM,2007,109532
FSM,2008,108704
FSM,2009,107868
FSM,2010,107588
FSM,2011,107887
FSM,2012,108232
FSM,2013,108609
FSM,2014,109024
FSM,2015,109462
FSM,2016,109925
FSM,2017,110430
FSM,2018,110929
FSM,2019,111379
MDA,1990,2965978
MDA,1991,2973210
MDA,1992,2975621
MDA,1993,2974817
MDA,1994,2967585
MDA,1995,2953200
MDA,1996,2947293
MDA,1997,2936413
MDA,1998,2935227
MDA,1999,2930622
MDA,2000,2924668
MDA,2001,2918135
MDA,2002,2911385
MDA,2003,2903198
MDA,2004,2896023
MDA,2005,2888985
MDA,2006,2880967
MDA,2007,2874299
MDA,2008,2868833
MDA,2009,2865213
MDA,2010,2862354
MDA,2011,2860699
MDA,2012,2860324
MDA,2013,2859558
MDA,2014,2857815
MDA,2015,2835978
MDA,2016,2803186
MDA,2017,2755189
MDA,2018,2707203
MDA,2019,2664224
MCO,1990,30329
MCO,1991,30564
MCO,1992,30794
MCO,1993,31024
MCO,1994,31253
MCO,1995,31482
MCO,1996,31719
MCO,1997,31968
MCO,1998,32209
MCO,1999,32394
MCO,2000,32465
MCO,2001,32444
MCO,2002,32386
MCO,2003,32316
MCO,2004,32236
MCO,2005,32141
MCO,2006,32011
MCO,2007,31823
MCO,2008,31862
MCO,2009,32401
MCO,2010,33178
MCO,2011,33945
MCO,2012,34700
MCO,2013,35425
MCO,2014,36110
MCO,2015,36760
MCO,2016,37071
MCO,2017,37044
MCO,2018,37029
MCO,2019,37034
MNG,1990,2161433
MNG,1991,2200077
MNG,1992,2236494
MNG,1993,2270311
MNG,1994,2301510
MNG,1995,2330334
MNG,1996,2357033
MNG,1997,2381771
MNG,1998,2405148
MNG,1999,2428488
MNG,2000,2450979
MNG,2001,2472601
MNG,2002,2494617
MNG,2003,2516454
MNG,2004,2537949
MNG,2005,2559255
MNG,2006,2581242
MNG,2007,2605643
MNG,2008,2633887
MNG,2009,2666713
MNG,2010,2702520
MNG,2011,2743938
MNG,2012,2792349
MNG,2013,2845153
MNG,2014,2902823
MNG,2015,2964749
MNG,2016,3029555
MNG,2017,3096030
MNG,2018,3163991
MNG,2019,3232430
MNE,1990,606372
MNE,1991,607105
MNE,1992,608516
MNE,1993,610170
MNE,1994,611389
MNE,1995,611712
MNE,1996,611003
MNE,1997,609520
MNE,1998,607662
MNE,1999,606001
MNE,2000,604950
MNE,2001,607389
MNE,2002,609828
MNE,2003,612267
MNE,2004,613353
MNE,2005,614261
MNE,2006,615025
MNE,2007,615875
MNE,2008,616969
MNE,2009,618294
MNE,2010,619428
MNE,2011,620079
MNE,2012,620601
MNE,2013,621207
MNE,2014,621810
MNE,2015,622159
MNE,2016,622303
MNE,2017,622373
MNE,2018,622227
MNE,2019,622028
MAR,1990,24570814
MAR,1991,24988083
MAR,1992,25400676
MAR,1993,25806777
MAR,1994,26201551
MAR,1995,26599048
MAR,1996,26999093
MAR,1997,27397118
MAR,1998,27791825
MAR,1999,28176997
MAR,2000,28554415
MAR,2001,28930097
MAR,2002,29301817
MAR,2003,29661270
MAR,2004,30033125
MAR,2005,30431902
MAR,2006,30833022
MAR,2007,31232633
MAR,2008,31634992
MAR,2009,32042877
MAR,2010,32464865
MAR,2011,32903699
MAR,2012,33352169
MAR,2013,33803527
MAR,2014,34248603
MAR,2015,34680458
MAR,2016,35107264
MAR,2017,35528115
MAR,2018,35927511
MAR,2019,36304408
MOZ,1990,13303459
MOZ,1991,13561175
MOZ,1992,13816881
MOZ,1993,14206254
MOZ,1994,14912873
MOZ,1995,15594830
MOZ,1996,16079553
MOZ,1997,16521724
MOZ,1998,16923195
MOZ,1999,17337893
MOZ,2000,17768505
MOZ,2001,18220716
MOZ,2002,18694946
MOZ,2003,19186754
MOZ,2004,19694411
MOZ,2005,20211114
MOZ,2006,20735982
MOZ,2007,21280513
MOZ,2008,21845571
MOZ,2009,22436660
MOZ,2010,23073723
MOZ,2011,23760421
MOZ,2012,24487611
MOZ,2013,25251731
MOZ,2014,26038704
MOZ,2015,26843246
MOZ,2016,27696493
MOZ,2017,28569441
MOZ,2018,29423878
MOZ,2019,30285595
MMR,1990,40099553
MMR,1991,40680533
MMR,1992,41237813
MMR,1993,41788302
MMR,1994,42337109
MMR,1995,42880186
MMR,1996,43423369
MMR,1997,43972046
MMR,1998,44516185
MMR,1999,45041636
MMR,2000,45538332
MMR,2001,46014826
MMR,2002,46480230
MMR,2003,46924293
MMR,2004,47338446
MMR,2005,47724471
MMR,2006,48088274
MMR,2007,48445647
MMR,2008,48729486
MMR,2009,49015836
MMR,2010,49390988
MMR,2011,49794522
MMR,2012,50218185
MMR,2013,50648334
MMR,2014,51072436
MMR,2015,51483949
MMR,2016,51892349
MMR,2017,52288341
MMR,2018,52666014
MMR,2019,53040212
NAM,1990,1369011
NAM,1991,1415617
NAM,1992,1461687
NAM,1993,1509834
NAM,1994,1558449
NAM,1995,1605370
NAM,1996,1650066
NAM,1997,1693242
NAM,1998,1735953
NAM,1999,1778277
NAM,2000,1819141
NAM,2001,1856402
NAM,2002,1888525
NAM,2003,1915425
NAM,2004,1939406
NAM,2005,1962865
NAM,2006,1986558
NAM,2007,2011492
NAM,2008,2038552
NAM,2009,2067919
NAM,2010,2099271
NAM,2011,2132340
NAM,2012,2167470
NAM,2013,2204510
NAM,2014,2243001
NAM,2015,2282704
NAM,2016,2323352
NAM,2017,2364534
NAM,2018,2405680
NAM,2019,2446644
NRU,1990,9598
NRU,1991,9902
NRU,1992,10129
NRU,1993,10226
NRU,1994,10274
NRU,1995,10316
NRU,1996,10345
NRU,1997,10363
NRU,1998,10377
NRU,1999,10383
NRU,2000,10377
NRU,2001,10363
NRU,2002,10351
NRU,2003,10344
NRU,2004,10335
NRU,2005,10318
NRU,2006,10294
NRU,2007,10267
NRU,2008,10243
NRU,2009,10233
NRU,2010,10241
NRU,2011,10283
NRU,2012,10444
NRU,2013,10694
NRU,2014,10940
NRU,2015,11185
NRU,2016,11437
NRU,2017,11682
NRU,2018,11924
NRU,2019,12132
NPL,1990,19616530
NPL,1991,20130779
NPL,1992,20702133
NPL,1993,21267359
NPL,1994,21794751
NPL,1995,22305571
NPL,1996,22783969
NPL,1997,23249417
NPL,1998,23703328
NPL,1999,24143157
NPL,2000,24559500
NPL,2001,24956071
NPL,2002,25332178
NPL,2003,25682908
NPL,2004,26003965
NPL,2005,26285110
NPL,2006,26518971
NPL,2007,26713655
NPL,2008,26881544
NPL,2009,27026941
NPL,2010,27161567
NPL,2011,27266399
NPL,2012,27330694
NPL,2013,27381555
NPL,2014,27462106
NPL,2015,27610325
NPL,2016,27861186
NPL,2017,28183426
NPL,2018,28506712
NPL,2019,28832496
NLD,1990,14951510
NLD,1991,15069798
NLD,1992,15184166
NLD,1993,15290368
NLD,1994,15382838
NLD,1995,15459006
NLD,1996,15530498
NLD,1997,15610650
NLD,1998,15707209
NLD,1999,15812088
NLD,2000,15925513
NLD,2001,16046180
NLD,2002,16148929
NLD,2003,16225302
NLD,2004,16281779
NLD,2005,16319868
NLD,2006,16346101
NLD,2007,16381696
NLD,2008,16445593
NLD,2009,16530388
NLD,2010,16615394
NLD,2011,16693074
NLD,2012,16754962
NLD,2013,16804432
NLD,2014,16865008
NLD,2015,16939923
NLD,2016,17030314
NLD,2017,17131296
NLD,2018,17231624
NLD,2019,17344874
NZL,1990,3329800
NZL,1991,3495100
NZL,1992,3531700
NZL,1993,3572200
NZL,1994,3620000
NZL,1995,3673400
NZL,1996,3732000
NZL,1997,3781300
NZL,1998,3815000
NZL,1999,3835100
NZL,2000,3857700
NZL,2001,3880500
NZL,2002,3948500
NZL,2003,4027200
NZL,2004,4087500
NZL,2005,4133900
NZL,2006,4184600
NZL,2007,4223800
NZL,2008,4259800
NZL,2009,4302600
NZL,2010,4350700
NZL,2011,4384000
NZL,2012,4408100
NZL,2013,4442100
NZL,2014,4516500
NZL,2015,4609400
NZL,2016,4714100
NZL,2017,4813600
NZL,2018,4900600
NZL,2019,4979200
NIC,1990,4227820
NIC,1991,4327289
NIC,1992,4427172
NIC,1993,4526689
NIC,1994,4625260
NIC,1995,4721929
NIC,1996,4812391
NIC,1997,4895962
NIC,1998,4974552
NIC,1999,5049878
NIC,2000,5123222
NIC,2001,5192764
NIC,2002,5259006
NIC,2003,5323062
NIC,2004,5386223
NIC,2005,5454678
NIC,2006,5529811
NIC,2007,5607453
NIC,2008,5687744
NIC,2009,5770639
NIC,2010,5855734
NIC,2011,5942553
NIC,2012,6030607
NIC,2013,6119379
NIC,2014,6208676
NIC,2015,6298598
NIC,2016,6389235
NIC,2017,6480532
NIC,2018,6572233
NIC,2019,6663924
NER,1990,8370648
NER,1991,8634640
NER,1992,8907644
NER,1993,9193078
NER,1994,9493324
NER,1995,9813918
NER,1996,10149937
NER,1997,10494201
NER,1998,10854920
NER,1999,11231469
NER,2000,11622665
NER,2001,12031430
NER,2002,12456517
NER,2003,12900790
NER,2004,13366885
NER,2005,13855221
NER,2006,14365168
NER,2007,14897873
NER,2008,15455175
NER,2009,16037915
NER,2010,16647543
NER,2011,17283112
NER,2012,17954407
NER,2013,18653199
NER,2014,19372014
NER,2015,20128124
NER,2016,20921743
NER,2017,21737922
NER,2018,22577058
NER,2019,23443393
NGA,1990,95214257
NGA,1991,97685360
NGA,1992,100182045
NGA,1993,102775465
NGA,1994,105456121
NGA,1995,108187610
NGA,1996,110956183
NGA,1997,113791181
NGA,1998,116690527
NGA,1999,119695565
NGA,2000,122851984
NGA,2001,126152678
NGA,2002,129583026
NGA,2003,133119801
NGA,2004,136756848
NGA,2005,140490722
NGA,2006,144329764
NGA,2007,148294028
NGA,2008,152382506
NGA,2009,156595758
NGA,2010,160952853
NGA,2011,165463745
NGA,2012,170075932
NGA,2013,174726123
NGA,2014,179379016
NGA,2015,183995785
NGA,2016,188666931
NGA,2017,193495907
NGA,2018,198387623
NGA,2019,203304492
NOR,1990,4241473
NOR,1991,4261732
NOR,1992,4286401
NOR,1993,4311991
NOR,1994,4336613
NOR,1995,4359184
NOR,1996,4381336
NOR,1997,4405157
NOR,1998,4431464
NOR,1999,4461913
NOR,2000,4490967
NOR,2001,4513751
NOR,2002,4538159
NOR,2003,4564855
NOR,2004,4591910
NOR,2005,4623291
NOR,2006,4660677
NOR,2007,4709153
NOR,2008,4768212
NOR,2009,4828726
NOR,2010,4889252
NOR,2011,4953088
NOR,2012,5018573
NOR,2013,5079623
NOR,2014,5137232
NOR,2015,5188607
